no,name,major,in_year,email
20248247,최지윤,컴퓨터공학과,2024,user20248247@gmail.com
20231314,박지호,전자공학과,2023,user20231314@daum.net
20254237,오지아,시각디자인학과,2025,user20254237@outlook.com
20236614,박지호,심리학과,2023,user20236614@naver.com
20268099,강하은,경영학과,2026,user20268099@naver.com
20251011,임지우,경영학과,2025,user20251011@gmail.com
20263477,임서연,경영학과,2026,user20263477@naver.com
20256522,김하준,시각디자인학과,2025,user20256522@naver.com
20244612,조서윤,시각디자인학과,2024,user20244612@outlook.com
20269708,임도윤,컴퓨터공학과,2026,user20269708@naver.com
20266727,한민준,컴퓨터공학과,2026,user20266727@gmail.com
20248737,서건우,전자공학과,2024,user20248737@gmail.com
20233802,장지아,전자공학과,2023,user20233802@gmail.com
20264424,임민지,심리학과,2026,user20264424@outlook.com
20237625,조서연,시각디자인학과,2023,user20237625@daum.net
20265946,임민지,심리학과,2026,user20265946@gmail.com
20254281,서서윤,시각디자인학과,2025,user20254281@naver.com
20258507,임우진,심리학과,2025,user20258507@naver.com
20251059,강서현,컴퓨터공학과,2025,user20251059@daum.net
20237833,정민준,심리학과,2023,user20237833@daum.net
20269035,신채원,컴퓨터공학과,2026,user20269035@naver.com
20241062,조준우,심리학과,2024,user20241062@outlook.com
